Cod. Plan,Nombre Plan de negocio,Programa,Cliente,Comprador,Producto,Sub producto,Departamento,Provincia,Distrito,Ejecutado,,,,,Proyectado,,,,
,,,,,,,,,,Ventas,Venta Exportacion,Beneficiarios,Jornales,Inversion,Ventas,Venta Exportacion,Beneficiarios,Jornales,Inversion
CAJ-08-2015-DPN,MEJORAMIENTO DE LA COMPETITIVIDAD DE LA CADENA DE VALOR DE LOS AJÕES.,OTROS,ASOCIACION PROVINCIAL DE PRODUCTORES AGROECOLOGICOS E INDUSTRIALES CAJABAMBA (APPAIC),,AJIES,PASTAS Y SALSAS DE AJIES,CAJAMARCA,CAJABAMBA,CAJABAMBA,3489753,3489753,0,0,0,842000,,130,0,0
CAJ-17-2015-DPN,DESARROLLO DE CAPACIDADES PARA INCREMENTAR PRODUCTIVIDAD Y CALIDAD DE CAF… SOSTENIBLES EN EL DISTRITO SAN JOSE DEL ALTO-CAJAMARCA,CAFE,COOPERATIVA DE SERVICIOS M LTIPLES CEDROS CAF…,,CAFE,CAF… ORG¡NICO,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,8952300,0,0,0,0,0,2270000,600,0,0
CAJ-18-2015-DPN,DESARROLLO DE CAPACIDADES PARA INCREMENTAR PRODUCTIVIDAD Y CALIDAD DE CAF… SOSTENIBLES EN EL DISTRITO SAN JOSE DE LOURDES-SAN IGNACIO,CAFE,COOPERATIVA AGRARIA DE SERVICIOS M LTIPLES EL MILAGRO,,CAFE,CAF… ORG¡NICO,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,7372638,0,0,0,0,1400000,,370,0,0
CAJ-2016-05-A-DPN,"ESTANDARIZACIÛN Y COMERCIALIZACIÛN DE LOS QUESOS CAJAMARQUINOS PARA SU VENTA EN EL MERCADO NACIONAL ASÌ COMO EN EL INTERNACIONAL, A SER IMPLEMENTADO",QUESOS MADUROS,INDUSTRIA ALIMENTARIA HUACARIZ SAC,,QUESO,QUESOS MADUROS,CAJAMARCA,CAJAMARCA,,2248164.8,0,0,0,0,160000,0,620,80,50000
CAJ-2016-15-DPN,"MEJORAMIENTO DE LA COMPETITIVIDAD DE LA CADENA DE VALOR DE LA FRAMBUESA PARA SER SUMINISTRADOS CON VALOR AGREGADO (CONGELADOS) AL MERCADO EXTERIOR, A",PERU BERRIES,AGRICULTORES INDIVIDUALES DEL DISTRITO DE JES˙S.,,FRAMBUESA,PLANTINES DE FRAMBUESA,CAJAMARCA,CAJAMARCA,JESUS,,0,0,0,0,0,240000,0,0,0
CAJ-2016-16-DPN,"MEJORAMIENTO DE LA COMPETITIVIDAD DE LA CADENA DE VALOR DE LA FRAMBUESA PARA SER SUMINISTRADOS CON VALOR AGREGADO (CONGELADOS) AL MERCADO EXTERIOR, A",PERU BERRIES,AGRICULTOR INDIVIDUAL DE SAN MIGUEL,,FRAMBUESA,PLANTINES DE FRAMBUESA,CAJAMARCA,SAN MIGUEL,,,0,0,0,0,128000,0,0,0,72000
CAJ-2016-17-DPN,MEJORAMIENTO DE LA COMPETITIVIDAD DE LA CADENA DE VALOR DEL FRIJOL DE PALO PARA PROCESAMIENTO/TRANSFORMACIÛN EN CONGELADOS PARA SER DIRIGIDO AL MERCAD,OTROS,AGRICULTOR INDIVIDUAL- AM…RICO CORTEZ,,FREJOL,FRIJOL DE PALO CONGELADO,CAJAMARCA,CAJABAMBA,CACHACHI,,0,0,0,0,0,414200,0,0,285000
CAJ-2016-18-DPN,MEJORAMIENTO DE LA COMPETITIVIDAD DE LA CADENA DE VALOR DEL FRIJOL DE PALO PARA PROCESAMIENTO/TRANSFORMACIÛN EN CONGELADOS PARA SER DIRIGIDO AL MERCAD,OTROS,AGRICULTOR INDIVIDUAL - BRAYAN PAJARES,,FREJOL,FRIJOL DE PALO CONGELADO,CAJAMARCA,SAN PABLO,,,0,0,0,0,0,545000,0,0,375000
CAJ-2016-10,MEJORAMIENTO DE LA COMPETITIVIDAD DE LA CADENA DE VALOR DEL ROCOTO PARA PROCESAMIENTO/TRANSFORMACIÛN INDUSTRIAL EN SALSAS Y PASTAS DIRIGIDO AL MERCAD,OTROS,AGRICULTORES AGRUPADOS E INDIVIDUALES - SANTOS AQUINO,MAQUILA AGRO INDUSTRIAL IMPORT & EXPORT S.A.C.,ROCOTO ROJO,PASTAS Y SALSAS DE ROCOTO,CAJAMARCA,CAJABAMBA,CACHACHI,3494490,3494490,0,0,0,0,680000,300,500,580000
CAJ-2016-09-DPN,MEJORAMIENTO DE LA COMPETITIVIDAD DE LA CADENA DE VALOR DEL ROCOTO PARA PROCESAMIENTO/TRANSFORMACIÛN INDUSTRIAL EN SALSAS Y PASTAS DIRIGIDO AL MERCAD,OTROS,AGRICULTORES AGRUPADOS E INDIVIDUALES - CAJABAMBA (MONZ”N),MAQUILA AGRO INDUSTRIAL IMPORT & EXPORT S.A.C.,ROCOTO ROJO,PASTAS Y SALSAS DE ROCOTO,CAJAMARCA,CAJABAMBA,CAJABAMBA,,0,0,0,0,0,646000,350,500,476000
CAJ-2016-25,MEJORAMIENTO DE LA COMPETITIVIDAD PRODUCTIVA Y COMERCIAL DEL CACAO DE LA ASOCIACI”N DE PRODUCTORES AGROECOLÛGICOS Y PECUARIOS VALLE DE SHUMBA,CACAO,ASOCIACION DE PRODUCTORES AGROECOLÛGICOS Y PECUARIOS VALLE DE SHUMBA,,CACAO,CACAO EN GRANO,CAJAMARCA,JAEN,BELLAVISTA,184500,0,0,0,0,400000,,35,0,0
CUS-2016-30,TRANSFORMACI”N DE CLORURO DE SODIO DE LA EMPRESA MARASAL S.A PARA SU COMERCIALIZACI”N EN EL MERCADO NACIONAL Y EXTERNO.,OTROS,MARASAL S.A,,SAL,SAL ROSADA,CUSCO,URUBAMBA,MARAS,309284.5,0,20,0,0,100000,,40,0,0
CUS-2016-34,EXPORTACI”N DE CACAO ORG¡NICO EN GRANO PARA EL MERCADO EUROPEO.,CACAO,COOPERATIVA AGRARIA CAFETALERA ALTO URUBAMBA LTDA N∞239.,,CACAO,CACAO ORGANICO,CUSCO,LA CONVENCION,MARANURA,536425.72,0,140,0,0,0,400000,110,0,0
CUS-2016-35,EXPORTACI”N DE PRENDAS Y ACCESORIOS A BASE DE HILOS DE FIBRA DE ALPACA CON TINTES NATURALES.,TEXTIL Y CONFECCIONES,ASOCIACION DE ARTESANOS TRES ALPAQUITAS,,PRENDAS DE VESTIR,CONFECCIONES DE PRENDAS EN FIBRA DE ALPACA,CUSCO,QUISPICANCHI,MARCAPATA,86448.2,0,80,0,0,0,100000,30,0,0
CUS-2016-37,GESTI”N DE CALIDAD PARA LA MEJORA DE PROCESOS DE QUESOS MADURADOS PARA LA COMERCIALIZACI”N DE QUESOS MADURADOS A NIVEL NACIONAL.,QUESOS MADUROS,ASOCIACION DE PRODUCTORES DE TUPAC AMARU,,DERIVADOS LACTEOS,QUESOS MADURADOS,CUSCO,CANAS,TUPAC AMARU,426480,0,35,0,0,200000,,40,0,0
CUS-2016-36,ESTANDARIZACI”N DE CACAO EN GRANO ORG¡NICO PARA SU EXPORTACI”N.,CACAO,COOPERATIVA AGRARIA CAFETALERA MARANURA LTDA N∞129,,CACAO,CACAO ORGANICO,CUSCO,LA CONVENCION,ECHARATE,13415.2,13415.2,0,0,0,300000,,40,0,2000
CUS-2016-39,EXPORTACI”N DE CAF… GRANO ORG¡NICO DE ALTA CALIDAD CERTIFICADO.,CAFE,COOPERATIVA AGRARIA CAFETALERA HUADQUI—A LTDA 109.,,CAFE,CAF… ORG¡NICO,CUSCO,LA CONVENCION,MARANURA,66000,66000,21,0,0,400000,,30,0,0
CUS-2016-40,PRODUCCI”N DE KIWICHA EN GRANO ORG¡NICO SELECCIONADO PARA EL MERCADO DE EXPORTACI”N.,GRANOS ANDINOS,ASOCIACI”N DE PRODUCTORES DE HUAMANPATA,,KIWICHA,KIWICHA EN GRANOS,CUSCO,ANTA,MOLLEPATA,0,1040000,0,0,0,500000,,0,0,0
CUS-2016-44,ARTICULACION COMERCIAL DE FIBRA DE ALPACA CATEGORIZADA PARA SU PROCESAMIENTO Y EXPORTACIÛN EN TOPS.,GANADERIA ALTOANDINA,ASOCIACIÛN SPAR LLANGA LLANGA QUENAMARI,,FIBRA DE ALPACA,FIBRA DE ALPACA,CUSCO,CANCHIS,MARANGANI,0,129795,0,0,0,80000,,34,0,0
CUS-2016-51,ARTICULACION COMERCIAL DE FIBRA DE ALPACA CATEGORIZADA PARA SU PROCESAMIENTO Y EXPORTACION EN TOPS,GANADERIA ALTOANDINA,ASOCIACIÛN DE CRIADORES DE ALPACAS Y LLAMAS ANGEL DE PHINAYA,,FIBRA DE ALPACA,FIBRA DE ALPACA,CUSCO,CANCHIS,PITUMARCA,0,58483,35,0,0,50000,,16,0,0
CUS-2016-52,ARTICULACION COMERCIAL DE FIBRA DE ALPACA CATEGORIZADA PARA SU PROCESAMIENTO Y EXPORTACI”N EN TOPS,GANADERIA ALTOANDINA,ASOCIACIÛN PERUANA DE CRIADORES DE ALPACAS Y LLAMAS REGISTRADOS SPAR-CUSCIPATA,,FIBRA DE ALPACA,FIBRA DE ALPACA,CUSCO,QUISPICANCHI,CUSIPATA,0,44650,88,0,0,40000,,35,0,0
CUS-2016-53,COMERCIALIZACI”N DE CAF… GRANO ORG¡NICO DE ALTA CALIDAD PARA EL MERCADO EXTERNO.,CAFE,COOPERATIVA AGRARIO CAFETALERA MATEO PUMACAHUA LTDA 185,,CAFE,CAFE TOSTADO MOLIDO,CUSCO,LA CONVENCION,SANTA ANA,,0,0,0,0,30800,,15,0,0
CUS-2016-54,COMERCIALIZACION DE PASTA DE CACAO,CACAO,COOPERATIVA AGRARIA CAFETALERA ALTO URUBAMBA LTDA N∞239.,,CACAO,PASTA DE CACAO,CUSCO,LA CONVENCION,VILCABAMBA,9879.6,0,0,0,0,40000,,15,0,0
CUS-2016-45,GESTION DE CALIDAD PARA LA MEJORA DEL PROCESO DE TRANSFORMACIÛN Y COMERCIALIZACION NACIONAL E INTERNACIONAL,OTROS,POVEA ID E.I.R.L,,TE,TE VERDE Y TE NEGRO,CUSCO,LA CONVENCION,HUAYOPATA,72549,0,20,0,0,30000,,15,0,0
CUS-2016-55-DPN,ESTANDARIZACI”N DE QUESOS MADURADOS PARA SU COMERCIALIZACI”N EN EL MERCADO REGIONAL Y NACIONAL.,QUESOS MADUROS,PLANTA QUESERA KUNTURKANKI,,DERIVADOS LACTEOS,QUESOS MADURADOS,CUSCO,CANAS,KUNTURKANKI,291220,0,9,0,0,100000,,5,0,0
CUS-2016-56-DPN,ARTICULACI”N COMERCIAL DE FIBRA DE ALPACA CATEGORIZADA PARA SU PROCESAMIENTO Y EXPORTACI”N EN TOPS,GANADERIA ALTOANDINA,ASOCIACION DE CRIADORES DE ALPACAS Y LLAMAS SPAR PITUMARCA,,FIBRA DE ALPACA,FIBRA DE ALPACA,CUSCO,CANCHIS,PITUMARCA,0,141750,0,0,0,0,100000,0,0,0
CUS-2016-57-DPN,EXPORTACION DE PRENDAS TEXTILES A BASE DE FIBRA DE ALPACA.,TEXTIL Y CONFECCIONES,ASOCIACI”N DE PRODUCTORES AGROPECUARIOS RED FLORES QUIQUIJANA - ASPROFLOR,,PRENDAS DE VESTIR,CONFECCIONES DE PRENDAS EN FIBRA DE ALPACA,CUSCO,QUISPICANCHI,QUIQUIJANA,54080,0,27,0,0,30000,,0,0,0
CUS-2016-58-DPN,COMERCIALIZACI”N DE PRODUCTOS TEXTILES A BASE DE FIBRA DE ALPACA PARA EL MERCADO REGIONAL Y EXTERNO. .,TEXTIL Y CONFECCIONES,CENTRO DE TEJEDORES WATAY DE SANTA CRUZ DE SALLAC,,PRENDAS DE VESTIR,CONFECCIONES DE PRENDAS EN FIBRA DE ALPACA,CUSCO,QUISPICANCHI,URCOS,69360,0,25,0,0,30000,,0,0,0
CUS-2016-07,PRODUCCI”N DE CHIA EN GRANO ORG¡NICO SELECCIONADO PARA EL MERCADO EUROPEO,GRANOS ANDINOS,ASOCIACI”N DE PRODUCTORES DE HUAMANPATA,,CHIA,CHIA EN GRANOS,CUSCO,ANTA,MOLLEPATA,1324000,1324000,40,0,0,0,1100000,60,0,0
CUS-2016-08,ARTICULACI”N COMERCIAL DE FIBRA DE ALPACA CATEGORIZADA PARA SU PROCESAMIENTO Y EXPORTACI”N EN TOPS.,GANADERIA ALTOANDINA,"ASOCIACION DE PRODUCTORES ALPAQUEROS ""APU PACHATUSAN"" APAAP",,FIBRA DE ALPACA,FIBRA DE ALPACA,CUSCO,QUISPICANCHI,OCONGATE,0,44953,76,0,0,0,150000,80,0,0
CUS-2016-09,PROCESAMIENTOS DE GRANOS ANDINOS CON VALOR AGREGADO PARA SU ARTICULACI”N A SUPERMERCADOS.,GRANOS ANDINOS,INDUSTRIAS MOLICUSCO,,QUINUA,QUINUA AVENA,CUSCO,CUSCO,WANCHAQ,589100,0,26,0,0,400000,,30,0,0
CUS-2016-12,EXPORTACI”N DE CAF… ORG¡NICO PARA EL MERCADO EUROPEO.,CAFE,COOPERATIVA AGRARIO CAFETALERA MATEO PUMACAHUA LTDA 185,,CAFE,CAFE ORGANICO,CUSCO,LA CONVENCION,SANTA ANA,281417.06,281417.06,94,0,0,0,300000,150,0,0
CUS-2016-59-DPN,PRODUCCIÛN DEL CAFÈ EN GRANO ORG·NICO PARA EL MERCADO DE EXPORTACIÛN,CAFE,COOPERATIVA AGRARIA CAFETALERA ALTO URUBAMBA LTDA N∞239.,,CAFE,CAFE PERGAMINO,CUSCO,LA CONVENCION,SANTA ANA,782965,0,0,0,0,500000,,0,0,0
CUS-2016-13,"INNOVACI”N PARA LA EXPORTACI”N TEXTIL, DE CONFECCIONES DE MODA PRENDAS DE ALTA COSTURA EN FIBRA DE ALPACA.",TEXTIL Y CONFECCIONES,CAMARA TEXTIL EXPORTADORA CUSCO,,PRENDAS DE VESTIR,PRENDAS DE VESTIR,CUSCO,CUSCO,SAN SEBASTIAN,758048.33,437382.23,110,0,0,100000,500000,80,0,0
CUS-2016-14,ESTANDARIZACI”N DE LA PRODUCCI”N DE TRUCHA PARA EL MERCADO REGIONAL.,TRUCHA,TRUCHICULTORES EL PA—E,,TRUCHA,TRUCHA ENTERA FRESCA,CUSCO,ESPINAR,CONDOROMA,1488800,0,61,0,0,600000,,110,0,0
CUS-2016-15,ESTANDARIZACI”N DE LA PRODUCCI”N DE TRUCHA PARA EL MERCADO REGIONAL.,TRUCHA,ASOCIACION DE PRODUCTORES DE TRUCHA ECOLOGICA DE LANGUI,,TRUCHA,TRUCHA ENTERA FRESCA,CUSCO,CANAS,LANGUI,762000,0,20,0,0,300000,,40,0,0
CUS-2016-16,ARTICULACI”N COMERCIAL DE FIBRA DE VICU—A DESCERDADA PARA EL MERCADO ITALIANO,GANADERIA ALTOANDINA,ACRIVIRC - ASOCIACIN DE COMUNIDADES CAMPESINAS CRIADORAS DE VICU—AS DE LA REGION CUSCO,,FIBRA,FIBRA DE VICU—A,CUSCO,CANCHIS,SICUANI,1334704.497,1334704.497,165,0,0,0,300000,450,0,0
CUS-2016-17,COMERCIALIZACI”N DE CORAZONES DE ALCACHOFA EN CONSERVA PARA EL MERCADO INTERNACIONAL,OTROS,AGRICOLA ALSUR CUSCO SAC,,ALCACHOFA,ALCACHOFA,CUSCO,ANTA,HUAROCONDO,13019460,13019460,150,0,0,0,12000000,300,0,0
CUS-2016-18,EXPORTACI”N DE TARA EN POLVO Y VAINA DE CALIDAD PARA EL MERCADO EXTERNO.,FORESTAL,ASOCIACI”N DE PRODUCTORES DE HUAMANPATA,,TARA,VAINA DE TARA,CUSCO,ANTA,MOLLEPATA,198450,198450,0,0,0,0,800000,60,0,0
CUS-2016-23,: ESTANDARIZACI”N DE LA PRODUCCI”N DE PALTA HAS Y FUERTE PARA EL MERCADO NACIONAL Y EXTERNO.,PALTA Y OTROS FRUTALES,ASOCIACION DE PRODUCTORES FRUTICOLAS Y PALTOS DEL VALLE DE LIMATAMBO,,PALTA,PALTA HASS,CUSCO,ANTA,LIMATAMBO,135250,270500,72,0,0,0,150000,100,0,0
CUS-2016-24,PRODUCCI”N DE PALTO HASS Y FUERTE CERTIFICADO PARA EL MERCADO EUROPEO.,PALTA Y OTROS FRUTALES,PRODUCCIONES AGRÌCOLA MATILDA,,PALTA,PALTA HASS,CUSCO,ANTA,LIMATAMBO,204250,408500,5,0,0,0,250000,50,0,0
CUS-2016-25,ARTICULACI”N COMERCIAL DE MAÕZ GRANO CHULLPI Y DEM¡S PARA EL MERCADO NACIONAL.,GRANOS ANDINOS,ASOCIACION DE PRODUCTORES AGROPECUARIOS SAN ISIDRO DE MOLLEBAMBA,,MAIZ,MAIZ CHULLPI,CUSCO,QUISPICANCHI,URCOS,196210,0,14,0,0,150000,,40,0,0
CUS-2016-26,EXPORTACI”N DE CAF… EN GRANO ORG¡NICO PARA EL MERCADO EUROPEO..,CAFE,COOPERATIVA AGRARIA CAFETALERA MARANURA LTDA N∞129,,CAFE,CAFE ORGANICO,CUSCO,LA CONVENCION,SANTA ANA,593795.4,593795.4,0,0,0,0,600000,30,0,0
CUS-2016-27,COMERCIALIZACION DE PASTA CACAO PARA LA COMERCIALIZACION AL MERCADO NACIONAL,CACAO,COOPERATIVA AGRARIA CAFETALERA MARANURA LTDA N∞129,,CACAO,PASTA DE CACAO,CUSCO,LA CONVENCION,SANTA ANA,62026.92,0,0,0,0,50000,,40,0,0
CUS-2016-28,COMERCIALIZACI”N DE CAF… TOSTADO MOLIDO PARA EL MERCADO NACIONAL.,CAFE,COOPERATIVA AGRARIA CAFETALERA MARANURA LTDA N∞129,,CAFE,CAFE TOSTADO MOLIDO,CUSCO,LA CONVENCION,SANTA ANA,966493.17,0,150,0,0,600000,,60,0,0
CUS-2016-29,EXPORTACI”N DE CACAO ORG¡NICO EN GRANO PARA EL MERCADO EUROPEO.,CACAO,COOPERATIVA AGRARIO CAFETALERA MATEO PUMACAHUA LTDA 185,,CACAO,CACAO ORGANICO,CUSCO,LA CONVENCION,SANTA ANA,408949.77,408949.77,320,0,0,0,400000,150,0,0
CUS-2016-01,MEJORAMIENTO DE LA PRODUCTIVIDAD DE LECHE FRESCA PARA LA COMERCIALIZACI”N DE L¡CTEOS Y QUESOS MADURADOS.,QUESOS MADUROS,GLORIA SA,,DERIVADOS LACTEOS,QUESOS,CUSCO,ANTA,,4971315,0,461,0,0,4000000,,500,0,0
CUS-2016-02,ESTANDARIZACI”N DE QUESOS MADURADOS PARA SU COMERCIALIZACI”N EN EL MERCADO REGIONAL Y NACIONAL.,QUESOS MADUROS,SWISS DAIRY PRODUCTS SRL,,DERIVADOS LACTEOS,QUESOS MADURADOS,CUSCO,ANTA,ANTA,560817.5,0,18,0,0,600000,,45,0,0
CUS-2016-04,ESTANDARIZACI”N DE QUESOS MADURADOS PARA SU COMERCIALIZACI”N EN EL MERCADO REGIONAL.,QUESOS MADUROS,ASOCIACION DE PRODUCTORES DE LECHE DE PAMPAMARCA - PABELLONES,,DERIVADOS LACTEOS,QUESOS MADURADOS,CUSCO,CANAS,PAMPAMARCA,271100,0,29,0,0,300000,,40,0,0
CUS-2016-05,ESTANDARIZACI”N DE QUESOS MADURADOS PARA SU COMERCIALIZACI”N EN EL MERCADO REGIONAL.,QUESOS MADUROS,PLANTA PILOTO PROCESADORA DE LACTEOS,,DERIVADOS LACTEOS,QUESOS MADURADOS,CUSCO,ACOMAYO,POMACANCHI,1377226.36,0,16,0,0,300000,,40,0,0
CUS-2016-06,ESTANDARIZACI”N DE QUESOS MADURADOS PARA SU COMERCIALIZACI”N EN EL MERCADO REGIONAL.,QUESOS MADUROS,ASOCIACION DE PRODUCTORES DE DERIVADOS LACTEOS SUMAC AUSANGATE DEL DISTRITO DE OCONGATE,,DERIVADOS LACTEOS,QUESOS MADUROS,CUSCO,QUISPICANCHI,OCONGATE,501283.5,0,34,0,0,100000,,30,0,0
HCA-2016-09,FORTALECIMIENTO DE LAS CAPACIDADES PRODUCTIVAS DE QUESOS MADUROS Y OTROS DERIVADOS L¡CTEOS EN LA ASOCIACI”N DE PRODUCTORES FLORANDINA DEL CORREDOR SAC,QUESOS MADUROS,ASOCIACI”N DE PRODUCTORES FLORANDINA,,DERIVADOS LACTEOS,QUESO MADURADO Y FRESCO,HUANCAVELICA,HUANCAVELICA,YAULI,,0,0,0,0,35600,,456,0,0
HCA-2016-10,"MEJORAMIENTO DE LA PRODUC Y PRODUCTIVIDAD Y SU ARTICULACION COMERCIAL DE FRIJOL CANARIO, MAÌZ AMILACEO Y OTROS DE PRODUCTORES ORGANIZADOS DEL DISTRI",OTROS,"ASOCIACI”N DE PRODUCTORES AGROPECUARIOS ""NI—O JES S DE SOCOS""",,FREJOL,FRIJOL CANARIO Y PANAMITO,HUANCAVELICA,TAYACAJA,SURCUBAMBA,22500,0,0,0,0,105000,,380,0,10000
HCA-2016-01,"FORTALECIMIENTO DE LA COMPETITIVIDAD PRODUCTIVA, ORGANIZATIVA Y EMPRESARIAL DE PEQUE—OS PRODUCTORES DE PAPAS NATIVAS ORGANICAS EN HUANCAVELICA",OTROS,CENTRAL DE PRODUCTORES AGROPECUARIOS PARA LA INDUSTRIA ANDINA-AGROPIA,,PAPA,CHIPS DE PAPA NATIVA,HUANCAVELICA,TAYACAJA,PAZOS,864576,864576,52,0,0,10000,100000,100,0,30000
HCA-2016-02,MEJORAMIENTO DE COSECHA Y POST COSECHA DE MAIZ CANCHA MONTA—A,GRANOS ANDINOS,TURMANYE FOODS S.A.C.,,MAIZ,"MAIZ CANCHA MONTAÒA, MORADO",HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,635390,0,29,0,0,750000,0,175,0,15000
HCA-2016-03,DESARROLLO DE VALOR AGREGADO DE FIBRA DE ALPACA CLASIFICADO CATEGORIZADA DE PRODUCTORES DE LA REGION HUANCAVELICA,GANADERIA ALTOANDINA,ASOCIACION DE PRODUCTORES DE ALPACA LOS LIBERTADORES,,FIBRA DE ALPACA,FIBRA DE ALPACA,HUANCAVELICA,HUAYTARA,PILPICHACA,5291161.8,0,120,0,0,1084663,0,1075,0,20000
HCA-2016-04,DESARROLLO DE VALOR AGREGADO DE LA MACA SECA DE LOS PRODCUTORES DE LA COMUNIDAD DE LOS ANGELES DE CCARAHUASA - ACORIA,OTROS,GFOODS NATIVE SAC,,MACA,BEBIDA HIDRATANTE DE MACA,HUANCAVELICA,HUANCAVELICA,ACORIA,2359361,2359361,0,0,0,4000000,1500000,1140,0,0
HCA-2016-05,DESARROLLO DE VALOR AGREGADO EN LA CADENA LACTEA EN EL VALLE DEL RIO OPAMAYO - TAYACAJA,QUESOS MADUROS,ASOCIACION DE PRODUCTORES LACTEOS,,DERIVADOS LACTEOS,QUESOS MADURADOS,HUANCAVELICA,TAYACAJA,PAMPAS,98100,0,101,0,0,50000,0,228,0,10000
HCA-2016-06,MEJORAMIENTO DE LA PRODUCCION Y COMERCIALIZACI”N DE PALTO HASS Y FUERTE EN LA CUENCA DEL RIO SAN JUAN DE CASTROVIRREYNA,PALTA Y OTROS FRUTALES,AGROINDUSTRIA ECOSAN,,PALTA,PALTA HASS Y FUERTE,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,331200,0,40,0,0,3680000,,760,0,0
HCA-2016-07,MEJORAMIENTO DE LA PRODUCCION Y COMERCIALIZACI”N DE PALTO HASS Y FUERTE EN EL DISTRITO COSME DE LA PROVINCIA DE CHURCAMPA HUANCAVELICA.,PALTA Y OTROS FRUTALES,"ASOCIACION DE PRODUCTORES AGROPECUARIOS ""LA FORTALEZA"" ANTACALLA"" DISTRITO DE COSME, PROVINCIA DE CHURCAMPA, REGION DE HUANCAVELICA.",,PALTA,PALTA HASS Y FUERTE,HUANCAVELICA,CHURCAMPA,ANCO,,0,0,0,0,105000,,285,0,0
HCA-2016-08,DESARROLLO DE VALOR AGREGADO DE PRODUCTOS HÌDRICOS EN LA REGIÛN HUANCAVELICA,TRUCHA,PRODUCTORES ASOCIADOS E INDIVIDUALES DE TRUCHA EN LA REGI”N HUANCAVELICA,,TRUCHA,TRUCHA EVISCERADA FRESCA,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,,0,0,0,0,300000,60000,285,0,0
HUA-2016-01,INDUSTRIALIZACION Y GENERACION DE VALOR AGREGADO DE FRUTAS EXOTICAS-DESHIDRATADO DE AGUAYMANTO,PERU BERRIES,KARBEL SCRL,,AGUAYMANTO,AGUAYMANTO,HUANUCO,HUANUCO,CHINCHAO,110100,0,0,0,0,100000,,40,0,0
HUA-2016-02,INDUSTRIALIZACION Y GENERACION DE VALOR AGREGADO DE FRUTAS EXOTICAS-NECTAR DE AGUAYMANTO,PERU BERRIES,KARBEL SCRL,,AGUAYMANTO,AGUAYMANTO,HUANUCO,HUANUCO,HUANUCO,9180,0,0,0,0,100000,,30,0,0
HUA-2016-03,INDUSTRIALIZACION Y GENERACION DE VALOR AGREGADO DE FRUTAS EXOTICAS-NECTAR DE GRANADILLA,PALTA Y OTROS FRUTALES,KARBEL SCRL,,GRANADILLA,NECTAR DE GRANADILLA,HUANUCO,PACHITEA,UMARI,8140,0,0,0,0,100000,,30,0,0
HUA-2016-04,VALOR AGREGADO E INDUSTRIALIZACION DE DERIVADOS LACTEOS EN LA PROVINCIA DE DOS DE MAYO-LECHE,QUESOS MADUROS,COMITE DE GANADEROS MICROCUENCA HUANUCO VIEJO,,DERIVADOS LACTEOS,LECHE FRESCA,HUANUCO,DOS DE MAYO,LA UNION,5200,0,0,0,0,250000,,100,0,0
HUA-2016-05,VALOR AGREGADO E INDUSTRIALIZACION DE DERIVADOS LACTEOS EN LA PROVINCIA DE DOS DE MAYO-QUESOS,QUESOS MADUROS,COMITE DE GANADEROS MICROCUENCA HUANUCO VIEJO,,QUESO,QUESOS MADUROS,HUANUCO,DOS DE MAYO,LA UNION,174434.92,0,0,0,0,250000,,100,0,0
HUA-2016-06,INDUSTRIALIZACION Y GENERACION DE VALOR AGREGADO DE FRUTAS EXOTICAS-MERMELADA GRANADILLA,PALTA Y OTROS FRUTALES,AGROINDUSTRIAS ORDO—EZ SRL,,GRANADILLA,MERMELADA DE GRANADILLA,HUANUCO,PACHITEA,UMARI,1240,0,0,0,0,23700,,25,0,0
HUA-2016-07,INDUSTRIALIZACION Y GENERACION DE VALOR AGREGADO DE FRUTAS EXOTICAS-VINO DE GRANADILLA,PALTA Y OTROS FRUTALES,AGROINDUSTRIAS ORDO—EZ SRL,,GRANADILLA,VINO DE GRANADILLA,HUANUCO,PACHITEA,UMARI,900,0,0,0,0,23400,,25,0,0
HUA-2016-08,INDUSTRIALIZACION Y GENERACION DE VALOR AGREGADO DE FRUTAS EXOTICAS-PULPA DE GRANADILLA,PALTA Y OTROS FRUTALES,AGROINDUSTRIAS ORDO—EZ SRL,,GRANADILLA,PULPA GRANADILLA,HUANUCO,PACHITEA,UMARI,3000,0,0,0,0,55500,,25,0,0
HUA-2016-09,INDUSTRIALIZACION Y GENERACION DE VALOR AGREGADO DE FRUTAS EXOTICAS-NECTAR GRANADILLA,PALTA Y OTROS FRUTALES,AGROINDUSTRIAS ORDO—EZ SRL,,GRANADILLA,NECTAR DE GRANADILLA,HUANUCO,PACHITEA,UMARI,1350,0,0,0,0,8940,,25,0,0
HUA-2016-10,CACAO ORG·NICO PARA EL MERCADO EUROPEO,CACAO,COOPERATIVA AGRARIA INDUSTRIAL NARANJILLO LTDA.,,CACAO,CACAO ORGANICO,HUANUCO,LEONCIO PRADO,,21306274.8,18110333.58,0,0,0,3000000,17000000,200,0,0
